ID,Property Title,Description,text_input,number_of_people,bedrooms,pets_allowed,property_size,shared_spaces,bathroom_type,nearby_amenities,unique_features
1645,Bright furnished room in a 2 bed  1 bath 1st floor suite ( rutland) July 1st available,"Bright Private 2 bed 1 bath suite on a first floor. Shared laundry room with owners only. 
Looking for single person per room.  You would have to share the bathroom of the suite with the other renter.  You would
Also have the entire suite for yourself most
Part of august.
 We are looking for a tenant that have a similar schedule with the owners living upstairs: basically looking for someone working/ studying day and sleeping at night. Very quiet neighbourhood.
Quiet time 10 pm - 7 am is our most important criteria. We have 2 kids. They sleep 6h30-til 7 am.
No smoking, drugs or party","Bright furnished room in a 2 bed  1 bath 1st floor suite ( rutland) July 1st available. Bright Private 2 bed 1 bath suite on a first floor. Shared laundry room with owners only. 
Looking for single person per room.  You would have to share the bathroom of the suite with the other renter.  You would
Also have the entire suite for yourself most
Part of august.
 We are looking for a tenant that have a similar schedule with the owners living upstairs: basically looking for someone working/ studying day and sleeping at night. Very quiet neighbourhood.
Quiet time 10 pm - 7 am is our most important criteria. We have 2 kids. They sleep 6h30-til 7 am.
No smoking, drugs or party",1,2,unknown,unknown,laundry room,private (for the suite),unknown,unknown
1649,Fully Furnished room overlooking Okanagan Lake,"Private, quiet secure home overlooking the lake.  On the #10 Naramata Bus Route, plus easy parking.  Bedroom is downstairs, quiet, own full bathroom, with separate outside access.  Shared laundry, kitchen, fitness zone, and hot tub.  Two sweet Shiba Inus run the house, and love to be loved!  Male couple,, so best suited for single man","Fully Furnished room overlooking Okanagan Lake. Private, quiet secure home overlooking the lake.  On the #10 Naramata Bus Route, plus easy parking.  Bedroom is downstairs, quiet, own full bathroom, with separate outside access.  Shared laundry, kitchen, fitness zone, and hot tub.  Two sweet Shiba Inus run the house, and love to be loved!  Male couple,, so best suited for single man",1,1,True,unknown,"laundry, kitchen, fitness zone, hot tub",private,bus,two sweet Shiba Inus
1651,Room for rent in Lower Mission (3 bed 2 bath house) Room #1,"Furnished or unfurnished, single occupancy.
Utilities and wi-fi included, shared use of house. Plenty of parking. 
Looking for a quiet and clean tenant.
Located in the mission area. Walking distance to Sunshine Market, coffee shops, bus stop, pub, bakery, restaurants, beach, and H2O fitness centre. 
Direct bus to Okanagan College.
No smoking/vaping, no pets.
This rental is appropriate for both Okanagan College and UBCO students as well as other long term or short term tenants.","Room for rent in Lower Mission (3 bed 2 bath house) Room #1. Furnished or unfurnished, single occupancy.
Utilities and wi-fi included, shared use of house. Plenty of parking. 
Looking for a quiet and clean tenant.
Located in the mission area. Walking distance to Sunshine Market, coffee shops, bus stop, pub, bakery, restaurants, beach, and H2O fitness centre. 
Direct bus to Okanagan College.
No smoking/vaping, no pets.
This rental is appropriate for both Okanagan College and UBCO students as well as other long term or short term tenants.",1,3,false,unknown,house,private,"bus, store, recreation centre/pool, coffee shop, bakery, restaurant, bus stop, beach",unknown
1656,"Quiet, central rancher close to the lake, amenities and wineries - Bedroom 2","The house is a newly updated 3 bedroom rancher (fireplace refinishing soon) with new floors, ceilings, paint and trim. The main bath is private for you, unless the other room has been rented. I have my own bathroom. The backyard is large, fenced, and has peach and cherry fruit trees. I spend most of my time gardening outside in the warmer months.","Quiet, central rancher close to the lake, amenities and wineries - Bedroom 2. The house is a newly updated 3 bedroom rancher (fireplace refinishing soon) with new floors, ceilings, paint and trim. The main bath is private for you, unless the other room has been rented. I have my own bathroom. The backyard is large, fenced, and has peach and cherry fruit trees. I spend most of my time gardening outside in the warmer months.",2,3,unknown,large,unknown,private (for main tenant),"bus, store, recreation centre/pool, school (unknown if university is near)","fireplace refinishing soon; large backyard with fencing, peach and cherry fruit trees; outdoor gardening area"
1661,"Quiet, central rancher, close to the lake, amenities and wineries, bedroom 1","I am a teacher and live in a newly updated rancher (fireplace refinishing soon) with new floors, ceilings, paint and trim. I have a large fenced yard with fruit trees, and spend most of my time outside in the warmer months. Chico, my rescue dog, suffers from separation anxiety so I am home most of the time. In the winter, I enjoy snowshoeing and reading by the fireplace. Looking for a quiet working professional or student.","Quiet, central rancher, close to the lake, amenities and wineries, bedroom 1. I am a teacher and live in a newly updated rancher (fireplace refinishing soon) with new floors, ceilings, paint and trim. I have a large fenced yard with fruit trees, and spend most of my time outside in the warmer months. Chico, my rescue dog, suffers from separation anxiety so I am home most of the time. In the winter, I enjoy snowshoeing and reading by the fireplace. Looking for a quiet working professional or student.",1,1,true,unknown,unknown,unknown,"bus, store, recreation centre/pool, school, university","fenced yard, fruit trees, fireplace (refinishing soon), large"
1665,"entire home, one bed, 1.5 bath pet friendly rental","Fully furnished rental available for April 2023. This is rental is the entire house not just a room. Safe and quiet neighbourhood close to Drinkwater Elementary and 5-minute drive to Cowichan Valley Hospital.

Queen bedroom, detached house, fully furnished, 1.5 bath, large fully fenced yard, off street parking, pet friendly.
Not suitable for those with dog/cat allergies or mobility issues (steps on entry)","entire home, one bed, 1.5 bath pet friendly rental. Fully furnished rental available for April 2023. This is rental is the entire house not just a room. Safe and quiet neighbourhood close to Drinkwater Elementary and 5-minute drive to Cowichan Valley Hospital.

Queen bedroom, detached house, fully furnished, 1.5 bath, large fully fenced yard, off street parking, pet friendly.
Not suitable for those with dog/cat allergies or mobility issues (steps on entry)",1,1,True,large,unknown,1.5 bath,"Drinkwater Elementary, Cowichan Valley Hospital","fully fenced yard, off street parking"
1666,Bedroom 2 on the top floor of a 3 bedroom home with access to private bath.,"Beautiful home with open concept Kitchen, Living Room & Dining Room all in one area with beautiful view of Lake Huron and beach. New Deck on lake side of home also looking out on Lake Huron with stairs down to Private Beach, 
One of Two bedrooms and Home Office upstairs, third bedroom and laundry room downstairs.
Upstairs can be rented entirely or Singly by 2 different renters and downstairs bedroom with separate bath can be rented as a separate unit.","Bedroom 2 on the top floor of a 3 bedroom home with access to private bath.. Beautiful home with open concept Kitchen, Living Room & Dining Room all in one area with beautiful view of Lake Huron and beach. New Deck on lake side of home also looking out on Lake Huron with stairs down to Private Beach, 
One of Two bedrooms and Home Office upstairs, third bedroom and laundry room downstairs.
Upstairs can be rented entirely or Singly by 2 different renters and downstairs bedroom with separate bath can be rented as a separate unit.",2,3,unknown,unknown,"Kitchen, Living Room & Dining Room",private,unknown,"Lake Huron view, Private Beach, New Deck"
1668,"PRIVATE, Fully furnished, Ground level Bachelor Suite with kitchenette.","PRIVATE, Fully furnished, Ground level, Bachelor Suite with kitchenette.
Shared entry to house, but private suite.
Queen size Murphy bed, couch, TV, and table w chairs in main living area. Large window. 
Bathroom with shower.
The kitchen has sink, fridge, stove, and extra appliances: microwave, toaster oven, coffee maker etc. Dishes and cutlery also.
Shared laundry.
Utilities included in the rent as well as cable and wifi.
Beautiful location - only steps from Skaha Lake, the beach at Pioneer Park, and the KVR trail for walking, jogging or biking.
10 minute drive to Penticton and the Okanagan College campus.
You will need snow tires in the winter, but the road is plowed and gravelled for the local schoolbus.","PRIVATE, Fully furnished, Ground level Bachelor Suite with kitchenette.. PRIVATE, Fully furnished, Ground level, Bachelor Suite with kitchenette.
Shared entry to house, but private suite.
Queen size Murphy bed, couch, TV, and table w chairs in main living area. Large window. 
Bathroom with shower.
The kitchen has sink, fridge, stove, and extra appliances: microwave, toaster oven, coffee maker etc. Dishes and cutlery also.
Shared laundry.
Utilities included in the rent as well as cable and wifi.
Beautiful location - only steps from Skaha Lake, the beach at Pioneer Park, and the KVR trail for walking, jogging or biking.
10 minute drive to Penticton and the Okanagan College campus.
You will need snow tires in the winter, but the road is plowed and gravelled for the local schoolbus.",unknown,1,unknown,unknown,"Shared entry to house, shared laundry",private,"bus, store, recreation centre/pool, school and university (beach at Pioneer Park, KVR trail)","fully furnished, kitchenette, large window, additional appliances: microwave, toaster oven, coffee maker; utilities, cable and wifi included in rent"
1672,"Private Suite in ""Hollywood""","The suite is considered a roommate situation however it is a private space, private bathroom, 1 bedroom, open concept kitchen/livingroom (own kitchen), your own laundry and own keyless entry.
It is a furnished suite. You will need to provide your own bedding and bathroom towels.","Private Suite in ""Hollywood"". The suite is considered a roommate situation however it is a private space, private bathroom, 1 bedroom, open concept kitchen/livingroom (own kitchen), your own laundry and own keyless entry.
It is a furnished suite. You will need to provide your own bedding and bathroom towels.",1,1,unknown,unknown,unknown,private,unknown,"open concept kitchen/livingroom, own kitchen, keyless entry, furnished"
1677,Fully furnished private space with shared kitchen and laundry,"You'll have your own private driveway, entrance, bedroom, bathroom, living area (with 55"" tv and firestick) and some basic kitchen supplies (including coffee pot, kettle, toaster, mini fridge, induction plate, microwave, ninja foodi).  You'll even have your own private patio and yard.  I also have an inground outdoor pool with BBQ that may be available for some of September and April - weather permitting (it's heated with solar panels).  For full kitchen (stove, oven) and laundry, you're welcome to come upstairs and share ours.

I live upstairs with my five year old little boy, two dogs, and very senior cat.  I work full time from home so am home most of the time.  I'm just looking to get a little extra money to cover increased cost of living as finances have become very tight so thought I'd open up to a student needing an affordable place to stay during the school year.

(3 month minimum - available Sept 1 - April 30 with some flexibility into May for the right applicant.)

Note: this is a somewhat rural community (beautiful quiet neighborhood for walking around).  While it is just 5 km away from grocery store, a pub, movie theatre, Kal lake, and other activities, you will need a car as it's not on any bus route.","Fully furnished private space with shared kitchen and laundry. You'll have your own private driveway, entrance, bedroom, bathroom, living area (with 55"" tv and firestick) and some basic kitchen supplies (including coffee pot, kettle, toaster, mini fridge, induction plate, microwave, ninja foodi).  You'll even have your own private patio and yard.  I also have an inground outdoor pool with BBQ that may be available for some of September and April - weather permitting (it's heated with solar panels).  For full kitchen (stove, oven) and laundry, you're welcome to come upstairs and share ours.

I live upstairs with my five year old little boy, two dogs, and very senior cat.  I work full time from home so am home most of the time.  I'm just looking to get a little extra money to cover increased cost of living as finances have become very tight so thought I'd open up to a student needing an affordable place to stay during the school year.

(3 month minimum - available Sept 1 - April 30 with some flexibility into May for the right applicant.)

Note: this is a somewhat rural community (beautiful quiet neighborhood for walking around).  While it is just 5 km away from grocery store, a pub, movie theatre, Kal lake, and other activities, you will need a car as it's not on any bus route.",unknown,1,True,large,"kitchen, laundry",private,"grocery store, pub, movie theatre, Kal lake, bus","private driveway, entrance, bedroom, bathroom, living area (with 55"" tv and firestick); private patio and yard; inground outdoor pool with BBQ (available for some of September and April - weather permitting)"
1678,"1 bedroom with lock with a double bed.  Nicely decorated with desk, chair, sofa, dresser, lamp and a wardrobe.","House situated at 10-minute walk from the college.   House is close to Okanagan Lake - a 20 minute walk.
Close to amenities e.i. stores, lake, community center, and bus line close by.
The basement suite has large windows and lots of light.","1 bedroom with lock with a double bed.  Nicely decorated with desk, chair, sofa, dresser, lamp and a wardrobe.. House situated at 10-minute walk from the college.   House is close to Okanagan Lake - a 20 minute walk.
Close to amenities e.i. stores, lake, community center, and bus line close by.
The basement suite has large windows and lots of light.",unknown,1,unknown,medium,unknown,unknown,"store, Okanagan Lake, community center, bus line","large windows, lots of light"
1679,bright and sunny accommodation,"Furnished bedroom with queen bed, dresser and armoir in a bright and spacious walk out basement suite.  Private access and private bathroom.   Parking, utilities, use of laundry and use of main kitchen are included.   There is a kitchenette and secondary living room with TV in the basement that you are welcome to use.  We live in the upstairs space but have our storage and freezer room in the basement so even though you can use the space, I can't advertise it as being private.  This space is suitable for students, practicum placements or short term tenants who are wanting temporary accommodation during the fall and winter.","bright and sunny accommodation. Furnished bedroom with queen bed, dresser and armoir in a bright and spacious walk out basement suite.  Private access and private bathroom.   Parking, utilities, use of laundry and use of main kitchen are included.   There is a kitchenette and secondary living room with TV in the basement that you are welcome to use.  We live in the upstairs space but have our storage and freezer room in the basement so even though you can use the space, I can't advertise it as being private.  This space is suitable for students, practicum placements or short term tenants who are wanting temporary accommodation during the fall and winter.",unknown,1,unknown,medium,"kitchen, main kitchen, laundry, secondary living room",private,unknown,kitchenette
1688,Bedroom in peachland,Rancher in peachland 1 room available,Bedroom in peachland. Rancher in peachland 1 room available,unknown,1,unknown,unknown,unknown,unknown,unknown,unknown
1693,"Great location, on bus route, clean, private, fully furnished basement suite with private entrance, kitchen, bedroom, laundry and living-room. Short walk to grocery store, and other conveniences.","This suite is only available for a single occupant. Prefer Students.

There are no shared spaces. It is completely separate from the upstairs, with its own entry, bedroom, kitchen and laundry. This suite is fully furnished. 

We are located in Lakeview Heights, a highly desirable area to live in because of the Wine Trail, close to Downtown Kelowna, close to the lake and hiking trails.

We are located with in walking distance to many wineries. We live across the street from Nesters Market, a Pub, Dominos Pizza, Bakery, and a Coffee Shop. We also live behind tennis courts, pickle ball courts and a basketball court.

We are a 10 min drive to Downtown Kelowna and across the street from the bus stop which makes for a very easy commute to Kelowna.","Great location, on bus route, clean, private, fully furnished basement suite with private entrance, kitchen, bedroom, laundry and living-room. Short walk to grocery store, and other conveniences.. This suite is only available for a single occupant. Prefer Students.

There are no shared spaces. It is completely separate from the upstairs, with its own entry, bedroom, kitchen and laundry. This suite is fully furnished. 

We are located in Lakeview Heights, a highly desirable area to live in because of the Wine Trail, close to Downtown Kelowna, close to the lake and hiking trails.

We are located with in walking distance to many wineries. We live across the street from Nesters Market, a Pub, Dominos Pizza, Bakery, and a Coffee Shop. We also live behind tennis courts, pickle ball courts and a basketball court.

We are a 10 min drive to Downtown Kelowna and across the street from the bus stop which makes for a very easy commute to Kelowna.",1,1,unknown,unknown,unknown,private,"bus, store, pickle ball courts, basketball court, wineries","fully furnished; private entrance; close to Downtown Kelowna, lake and hiking trails"
1699,Master Bedroom in Lower Mission,"Pet Friendly, Quite, Open room concept.
Lots of parking, Full kitchen","Master Bedroom in Lower Mission. Pet Friendly, Quite, Open room concept.
Lots of parking, Full kitchen",unknown,1,true,unknown,unknown,unknown,unknown,"pet friendly, quiet; lots of parking, full kitchen"
1700,Apartment with separate entrance,"This is a separate apartment in a family home, walking distance from Lambton College. There is an entrance through the garage. The main floor has a bedroom, bathroom, and washer/dryer. In the basement, there is a kitchen and a living area.","Apartment with separate entrance. This is a separate apartment in a family home, walking distance from Lambton College. There is an entrance through the garage. The main floor has a bedroom, bathroom, and washer/dryer. In the basement, there is a kitchen and a living area.",1,1,unknown,unknown,unknown,private,Lambton College,"separate entrance, garage entrance, washer/dryer"
1722,Bright room near park,"I have a lovely and spacious room (approx. 12’’ x 15’’) adjacent to our house in Nelson, Uphill neighbourhood.  The room is quiet, comfortable, clean and secluded with separate entrance; it has a comfortable queen size bed and is just a few footsteps away from a private self-catering kitchenette and a shared bathroom in the main house. It has wood laminate floors, vaulted ceiling and windows all around. 
I am looking for one student that is friendly, clean, mature, quiet, and smoke-free and who has no pets. 
All rooms are furnished and ready to move in.  It is close to town (15 min walk) there is a public park (Lions Park) and public transit just around the street corner. 
Price includes laundry, utilities, and High Speed Fiber Optic internet","Bright room near park. I have a lovely and spacious room (approx. 12’’ x 15’’) adjacent to our house in Nelson, Uphill neighbourhood.  The room is quiet, comfortable, clean and secluded with separate entrance; it has a comfortable queen size bed and is just a few footsteps away from a private self-catering kitchenette and a shared bathroom in the main house. It has wood laminate floors, vaulted ceiling and windows all around. 
I am looking for one student that is friendly, clean, mature, quiet, and smoke-free and who has no pets. 
All rooms are furnished and ready to move in.  It is close to town (15 min walk) there is a public park (Lions Park) and public transit just around the street corner. 
Price includes laundry, utilities, and High Speed Fiber Optic internet",1,unknown,false,large,"kitchenette, bathroom",private (assuming the shared bathroom is only for the main house),"bus, store, recreation centre/pool, park, university","wood laminate floors, vaulted ceiling, windows all around"
1724,Basement in Wilden area of Kelowna,"Basement living room, bedroom and own private 3 piece bathroom in North Glenmore's Wilden neighborhood.  The basement is currently partially furnished with what you see in the pictures but will add more depending on the renter's needs.  My dog and I live in the top two floors of the house, so we would share the kitchen and laundry. 
Because of the proximity to UBCO, it's the perfect option for someone coming to Kelowna for work/school, but I'm only 10 minutes to downtown driving as well.  Transit stop is about a 10 minute walk away.
I'm on the edge of a pond and park with quick access to trails and nature.
Individual, non-smoker preferred.","Basement in Wilden area of Kelowna. Basement living room, bedroom and own private 3 piece bathroom in North Glenmore's Wilden neighborhood.  The basement is currently partially furnished with what you see in the pictures but will add more depending on the renter's needs.  My dog and I live in the top two floors of the house, so we would share the kitchen and laundry. 
Because of the proximity to UBCO, it's the perfect option for someone coming to Kelowna for work/school, but I'm only 10 minutes to downtown driving as well.  Transit stop is about a 10 minute walk away.
I'm on the edge of a pond and park with quick access to trails and nature.
Individual, non-smoker preferred.",unknown,unknown,true,unknown,"kitchen, laundry",private,"bus, store, recreation centre/pool, school (UBCO), unknown","near pond and park, quick access to trails and nature"
1729,Clean large bedroom with separate bathroom,Townhome in Glengarry. 5 km from downtown,Clean large bedroom with separate bathroom. Townhome in Glengarry. 5 km from downtown,unknown,1,unknown,large,unknown,private,"5 km from downtown, unknown",clean
1735,Large bedroom with patio,"My husband and I are looking for one female tenant and no pets.  We have a large home in Glenrosa.  The room has bed, desk, rocker, TV, lots of closet space.  
Shared laundry kitchen and semi private bathroom. Lots of parking. We have a very friendly cat named Hope","Large bedroom with patio. My husband and I are looking for one female tenant and no pets.  We have a large home in Glenrosa.  The room has bed, desk, rocker, TV, lots of closet space.  
Shared laundry kitchen and semi private bathroom. Lots of parking. We have a very friendly cat named Hope",2,1,false,large,"laundry kitchen, semi private bathroom",unknown,unknown,patio; large closet space
1741,Tiny House,"We have Tiny (Micro) house available 5 minutes West of Nelson.  You will need a vehicle to back and forth to school/work.  It has a full bathroom with a shower (no bath tub), small kitchen with full size fridge, 2 burner hotplate, air fryer oven/toaster/convection oven.  Loft with double mattress.  Large closet and comes furnished including dishes, pots, pans, silverware, TV, Netflix and wifi.","Tiny House. We have Tiny (Micro) house available 5 minutes West of Nelson.  You will need a vehicle to back and forth to school/work.  It has a full bathroom with a shower (no bath tub), small kitchen with full size fridge, 2 burner hotplate, air fryer oven/toaster/convection oven.  Loft with double mattress.  Large closet and comes furnished including dishes, pots, pans, silverware, TV, Netflix and wifi.",unknown,unknown,unknown,small,unknown,private,"school, unknown",air fryer oven/toaster/convection oven; large closet
1762,"Clean, large, well lit room for rent",Quiet working family home. We have a large dog that stays with us on occasion on weekends. He's pretty quiet for the most part but will bark on occasion .,"Clean, large, well lit room for rent. Quiet working family home. We have a large dog that stays with us on occasion on weekends. He's pretty quiet for the most part but will bark on occasion .",unknown,unknown,true,large,unknown,unknown,unknown,well lit
1763,Private Room For Rent,"One bedroom is available in a two-bed, one-bath condo. Shared living space and kitchen between you and another student. The kitchen comes with an electric stove, oven, microwave, and fridge.
4-minute drive or 20-minute walk to Okanagan College.
Reserved parking spot available, or there is free parking in front of the building
Fully furnished
Utilities included
Coined laundry in the lobby","Private Room For Rent. One bedroom is available in a two-bed, one-bath condo. Shared living space and kitchen between you and another student. The kitchen comes with an electric stove, oven, microwave, and fridge.
4-minute drive or 20-minute walk to Okanagan College.
Reserved parking spot available, or there is free parking in front of the building
Fully furnished
Utilities included
Coined laundry in the lobby",1,1,unknown,unknown,"living space, kitchen",private,Okanagan College,"reserved parking spot, fully furnished, utilities included, coined laundry in the lobby"
1765,Private Room For Rent,"One bedroom is available in a two-bed, one-bath condo. Shared living space and kitchen between you and another student. The kitchen comes with an electric stove, oven, microwave, and fridge.
4-minute drive or 20-minute walk to Okanagan College.
Reserved parking spot available, or there is free parking in front of the building
Fully furnished
Utilities included
Coined laundry in the lobby","Private Room For Rent. One bedroom is available in a two-bed, one-bath condo. Shared living space and kitchen between you and another student. The kitchen comes with an electric stove, oven, microwave, and fridge.
4-minute drive or 20-minute walk to Okanagan College.
Reserved parking spot available, or there is free parking in front of the building
Fully furnished
Utilities included
Coined laundry in the lobby",1,1,unknown,unknown,"living space, kitchen",private,Okanagan College,"reserved parking spot, fully furnished, utilities included, coined laundry in the lobby"
1766,Walkout Basement Accomo in Lakeview Heights with own entrance,"Enjoy living in the Heart of West Kelowna’s Wine Country, just a short 8 minute drive over the bridge to Kelowna City Center and beaches.  Walk or hike among the vineyards just steps away.  Bus stop is a convenient 3 minute walk if you need to connect to the 97 Bus to UBCO, or wherever you’re headed. Lakeview Village Mall within minutes.

Your basement accommodation is fully above ground, has its own entrance, your own bedroom furnished with a queen bed , dresser, and full private bathroom with a shower/tub.  Access to a small kitchenette has a fridge, microwave, sink, small appliances and cupboards and dishes. This is an area of the home that we reserve for guests, so we rarely use the 2nd kitchen.

There is a shared BBQ and small private patio area. Large fenced yard with fruit trees and gardens.

Within walking distance to shops, and restaurants. A  2 minute drive to Kalamoir Beach. 10 minute drive to downtown Westbank. We’re actually closer to downtown Kelowna.","Walkout Basement Accomo in Lakeview Heights with own entrance. Enjoy living in the Heart of West Kelowna’s Wine Country, just a short 8 minute drive over the bridge to Kelowna City Center and beaches.  Walk or hike among the vineyards just steps away.  Bus stop is a convenient 3 minute walk if you need to connect to the 97 Bus to UBCO, or wherever you’re headed. Lakeview Village Mall within minutes.

Your basement accommodation is fully above ground, has its own entrance, your own bedroom furnished with a queen bed , dresser, and full private bathroom with a shower/tub.  Access to a small kitchenette has a fridge, microwave, sink, small appliances and cupboards and dishes. This is an area of the home that we reserve for guests, so we rarely use the 2nd kitchen.

There is a shared BBQ and small private patio area. Large fenced yard with fruit trees and gardens.

Within walking distance to shops, and restaurants. A  2 minute drive to Kalamoir Beach. 10 minute drive to downtown Westbank. We’re actually closer to downtown Kelowna.",unknown,1,unknown,large,"small kitchenette, BBQ, private patio; unknown for other spaces",private,"bus, store, Kalamoir Beach; unknown for recreation centre/pool, school and university","own entrance, fully above ground, walk or hike among vineyards, large fenced yard with fruit trees and gardens"
1771,Room 3 - Fully Furnished,"Available is a fully furnished bedroom, furnished living and dining area, kitchen and full bathroom. 
Room 3 and Room 4 share the basement area.
Room dimensions: 13 X 8","Room 3 - Fully Furnished. Available is a fully furnished bedroom, furnished living and dining area, kitchen and full bathroom. 
Room 3 and Room 4 share the basement area.
Room dimensions: 13 X 8",unknown,1,unknown,medium,basement area; living and dining area,private,unknown,"fully furnished, shared basement area"
1772,Room  4 - Fully Furnished,"Available is a fully furnished bedroom, furnished living and dining area, kitchen and full bathroom. 
Room 3 and Room 4 share the basement area.
Room dimensions: 13 x 10","Room  4 - Fully Furnished. Available is a fully furnished bedroom, furnished living and dining area, kitchen and full bathroom. 
Room 3 and Room 4 share the basement area.
Room dimensions: 13 x 10",unknown,2,unknown,unknown,basement area,private,unknown,"fully furnished, living and dining area, kitchen"
1783,Fully furnished Bedroom and home share in a quiet Neighbourhood,"Welcome to my 4-bedroom, 2 1/2-bathroom home featuring a delightful garden retreat. I am offering two available rooms for rent, with tenants sharing a full bathroom. The convenience of a half-bath is situated on the main floor for easy access.

Experience the camaraderie of shared living with access to a communal kitchen and living room. Laundry facilities are at your disposal, making daily tasks a breeze. Additionally, a housekeeper visits every two weeks for a thorough cleaning of all rooms, ensuring a well-maintained and comfortable living space.

Discover the charm of this home, where tranquility meets practicality. If you're looking for a welcoming and well-kept space, these rooms are ready for you. Contact me to schedule a viewing and explore the possibility of making this house your new home!","Fully furnished Bedroom and home share in a quiet Neighbourhood. Welcome to my 4-bedroom, 2 1/2-bathroom home featuring a delightful garden retreat. I am offering two available rooms for rent, with tenants sharing a full bathroom. The convenience of a half-bath is situated on the main floor for easy access.

Experience the camaraderie of shared living with access to a communal kitchen and living room. Laundry facilities are at your disposal, making daily tasks a breeze. Additionally, a housekeeper visits every two weeks for a thorough cleaning of all rooms, ensuring a well-maintained and comfortable living space.

Discover the charm of this home, where tranquility meets practicality. If you're looking for a welcoming and well-kept space, these rooms are ready for you. Contact me to schedule a viewing and explore the possibility of making this house your new home!",2,4,unknown,unknown,"communal kitchen, living room",private for 3 bedrooms; shared for 1 bathroom,unknown,"garden retreat, housekeeper visits every two weeks, laundry facilities, half-bath on main floor"
1787,Clean Basement Bedroom,"Beautiful Home on Lake Huron with access to a private beach with 2 decks with lake views. Shared open Kitchen, Dining room and living room upstairs. Shared Laundry room in basement","Clean Basement Bedroom. Beautiful Home on Lake Huron with access to a private beach with 2 decks with lake views. Shared open Kitchen, Dining room and living room upstairs. Shared Laundry room in basement",unknown,1,unknown,large,"Kitchen, Dining room, living room, Laundry room",unknown,unknown,"basement, lake view, private beach"
1790,Room available for rent with shared bathroom from September 2023 - April 2024,"Duplex Details: 3 bedrooms - 1 master with ensuite bathroom, 2 other rooms with shared bathroom.
2.5 bathrooms
basement for storage
fully furnished - just bring your belongings
utilities and internet included
washer and dryer available for use
Walking distance to Okanagan College (15 mins) and 8 minutes to the beach
We are looking to fill the 2 other rooms.","Room available for rent with shared bathroom from September 2023 - April 2024. Duplex Details: 3 bedrooms - 1 master with ensuite bathroom, 2 other rooms with shared bathroom.
2.5 bathrooms
basement for storage
fully furnished - just bring your belongings
utilities and internet included
washer and dryer available for use
Walking distance to Okanagan College (15 mins) and 8 minutes to the beach
We are looking to fill the 2 other rooms.",3,3,unknown,large,"living room, kitchen","private (1), shared (2)","Okanagan College, beach","basement for storage, fully furnished, washer and dryer available"
1791,Basement  fully furnished,"This rental is on the bus route and is close to all the shopping amenities and restaurants, banks etc.","Basement  fully furnished. This rental is on the bus route and is close to all the shopping amenities and restaurants, banks etc.",unknown,unknown,unknown,unknown,unknown,unknown,"bus, store",fully furnished
1793,Clean private suite in lovely area,"Close to Okanagan College in Coldstream. 
Quiet area
Lovely cozy home with a big yard and garden
2 bedrooms, 1 bathroom with a shower, private entrance, TV or study room with a gas fireplace. Kitchenette with a small fridge hot plate, air fryer toaster oven,and coffee maker, sink and counter space.  Washer dryer in kitchenette which we will share on allotted laundry days","Clean private suite in lovely area. Close to Okanagan College in Coldstream. 
Quiet area
Lovely cozy home with a big yard and garden
2 bedrooms, 1 bathroom with a shower, private entrance, TV or study room with a gas fireplace. Kitchenette with a small fridge hot plate, air fryer toaster oven,and coffee maker, sink and counter space.  Washer dryer in kitchenette which we will share on allotted laundry days",2,2,unknown,unknown,"kitchenette, washer dryer (on allotted laundry days)",private,"Okanagan College, unknown","private entrance, TV or study room with a gas fireplace"
