ID,Property Title,Description,City,Province,Postal Code,Number Of People,Number Of Pets,Bathroom Occupants,Price,Utilities Fees,Total,Available From,Status,Property Type,Property Size,Space Type,Host Prefers,Facilities,Household Items,Occupants,Furnishing Level,Furnishings,Bed Type,Safety Features,Amenities,House Rules,Shared Spaces,Bathroom Type,City_clean
2730,basement suite or one bedroom,"basement suite in townhouse, bright and airy.  4 minutes walking distance to town centre and commuter bus to college.  Ski hill is 5 minute drive away.",Kimberley,BC,V1A 0B4,,,1,1000.0,0.0,1080.0,,listed,Townhouse,,,,['Common lounge'],"['Pantry Items', 'Condiments']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kimberley
2731,Clean quiet space,"Single family dwelling look for mature, clean respectful individual.",Glace Bay,NS,B1A 3E5,,,1,750.0,0.0,750.0,,deleted,House,,,,,,,,"['Bedding', 'Blankets', 'Pillows', 'Television', 'Closet']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Street parking', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Glace Bay
2732,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2733,Clean bedroom with private Bathroom. No cooking involved during your stay.,,Beechville,NS,B3T 1A7,,,1,1500.0,300.0,1800.0,,listed,Townhouse,,,,['Wheelchair accessible'],,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Lamp', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry', 'Blow dryer']","['No smoking', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay""]",,,Beechville
2734,Comfortable studio unit,"You will have a completely furnished ground floor studio space with full ensuite private bathroom and self contained kitchen. Your own parking space in a paved driveway and semi private entrance with a shared washer and dryer that we rarely use as we have a laundry room upstairs. We have a big deck that we really don’t use and a nice yard with lots of plants and shrubs. You will even have a gas bbq to use. We are quiet, non smoking and no drinking, drug use or partying kind of older couple and we hope to find someone who has the same lifestyle but doesn’t need to be older lol.",Bridgewater,NS,B4V 1M1,,,1,1500.0,0.0,1500.0,,listed,House,,,,['Onsite management'],,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Private entry']","['No smoking', 'No alcohol', 'Quiet hours', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Bridgewater
2735,One bedroom apartment unit,"A one bedroom executive apartment unit.
Furnished, full bathroom, full kitchen. Close to all amenities in town of Antigonish.
Private entrance and rent is inclusive of all bills.
Property owner lives on first and second floor of house with family.",Antigonish,NS,B2G 3A8,,,1,1500.0,0.0,1500.0,,deleted,House,,,,['Onsite management'],,,,"['Desk', 'Hangers', 'Closet', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry']","['No smoking', 'Quiet hours', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Antigonish
2736,UBC Off Campus Housing Available,,Kelowna,BC,V1X 1R3,,,1,1000.0,50.0,1134.0,,deleted,House,,,,,,,,"['Bedding', 'Closet']",,['Smoke Detector'],"['Free parking on site', 'wifi', 'Kitchenware']",['No smoking'],,,Kelowna
2737,Bright bedroom & private bathroom- Upper Mission,"Our home is located in the Upper Mission 6.8km from Okanagan College on bus route 17. Nearby shopping includes Mission Village at the Ponds. Gyro beach is 6.5km away. Downtown is approximately a 20 min drive (10km) and UBCO 16km.

The room comes with a private bathroom. The room is furnished with a queen bed, dresser, sit/stand desk and closet.",Kelowna,BC,V1W 5W6,,,1,800.0,0.0,864.0,,draft,House,,,,"['Swimming pool', 'Shared hot tub']","['Pantry Items', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
2738,Bright bedroom in Upper Mission family home,Our family home is located in the Ponds neighbourhood in the Upper Mission. The area is serviced by bus rote 17. We are located 6.5 km from Okanagan College and are a short walk from grocery shopping at the Mission Village at the Ponds.,Kelowna,BC,V1W 5M6,,,1,1100.0,0.0,1188.0,,listed,House,,,,"['Swimming pool', 'Shared hot tub']",['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Swimming pool', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Kelowna
2739,Clean bedroom own bathroom,"I am a single female retired always home,there is a small non shedding dog that is very sweet. 
I do alot of crafts as well",Parksville,BC,V9P 0G3,,,1,800.0,50.0,918.0,,draft,Apartment,,,,,['Dish Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",,['Fire Extinguisher'],"['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Parksville
2740,"Furnish bedroom, shared bath and kitchenette with another room","Our house has 5 bedrooms which we use 3 bedrooms (2 upstairs and 1 down in the basement). The room for rent is in a basement, share bathroom and kitchenette with another room. These 2 rooms have a separate entrance and do not share other space with our family.",Eastern Passage,NS,B3G 0C6,,,1,850.0,100.0,950.0,,deleted,House,,,,,,,,"['Blankets', 'Pillows']",Double bed,['Smoke Detector'],"['Street parking', 'Window covering', 'Private entry', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Eastern Passage
2741,A private clean room ocean view,"Private room IN NORTH END HALIFAX FOR AUGUST 1ST. NEWLY RENOVATED

Right in the heart of North End Dartmouth, with stunning views of the Bedford Basin.

Suite Features

- High ceilings

- Sound Insulated Home

- 5 Appliances

- Custom Kitchen

- Luxury Vinyl and Tile

- High Quality Finishes

- Balcony deck space (view of the Bedford Basin)


Utilities included
- Water
- Condo fees , power, heat

Strictly no smoking indoors

Pet policy: No pets",Halifax,NS,B3K 5R8,,,1,950.0,20.0,970.0,,draft,Apartment,,,,,,,,['Television'],,"['Fire Extinguisher', 'Smoke Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware']",,,,Halifax
2742,Cozy bedroom,,Toronto,ON,M3L 1M4,,,1,800.0,0.0,864.0,,listed,House,,,,['Common lounge'],['Toilet Paper'],,,"['Bedding', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Kitchenware']","['No smoking', 'No alcohol', 'No shoes inside', 'Keep spaces clean']",,,Toronto
2743,Clean bedroom with a separate living area,"Located within walking distance to mall and bus.  A 15 minute walk to base gym and movie theatre.  In quiet subdivision that is within walking to restaurants.  You would have your own level, your own bathroom and sitting area with TV and cable.  Shared laundry is on that same level.",Greenwood,NS,B0P 1N0,,,1,850.0,0.0,850.0,,deleted,House,,,,,"['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Drawers', 'Lamp']",Queen bed,"['Smoke Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Greenwood
2744,Antique-furnished bedroom on a hobby farm,"Beautiful little hobby farm with a river running alongside it (though you have to get through some woods to get to it), a small blueberry field, lots of woods and pastures and farm animals.
The house is a big farmhouse built in the 1940s and is heated by a heat pump and wood heat. We are 20-25 minutes from Springhill, Amherst, and Parrsboro. You will need a car.",Southampton,NS,B0M 1W0,,,1,650.0,100.0,750.0,,listed,House,,,,,"['Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Double bed,['Fire Extinguisher'],"['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Southampton
2745,"Close to SFU, large backyard, quiet neighbourhood","We have a single furnished bedrooms available for rent on the first floor. The room is suitable for 1 individual and includes access to a shared bathroom, living room, kitchen, and laundry facilities. The duplex features a spacious backyard and ample parking in the front driveway. You may be sharing the space with another roommate on the first floor

Location and Amenities:
- Conveniently located 3 minutes from the bus stop
- Close proximity to Safeway, SFU and Burquitlam Station
- Easy access to Lougheed Mall and other grocery markets
- Quiet neighborhood with a park just a few minutes' walk away",Coquitlam,BC,V3J 4L9,,,1,900.0,100.0,1080.0,,listed,Townhouse,,,,,,,,"['Desk', 'Closet']",,['Smoke Detector'],"['Free parking on site', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Window covering', 'Fenced yard']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Coquitlam
2746,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2747,Dovercliffe,"This new renovated house is located in Dover Neighbourhood in SE of Calgary, Calgary Transit number 58 goes by here, we have private parking spots with addition of street parking around the block. the utilities will be included as well as the security, internet and additional required services. parking places are available at front of the building.",Calgary,AB,T2B 1W5,,,1,1800.0,0.0,1944.0,,listed,Townhouse,,,,,"['Pantry Items', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside']",,,Calgary
2748,Full service Bedroom with ensuite attached as well as walk-in closet.,"All Living area is on one floor.  Townhouse has no stairs. Hallways and doorways are all disability accessible. 
Would be willing to provide 3 meals daily.  As well as miscellaneous errands weekly , Dr.'s appointment, social activities ect.",Hammonds Plains,NS,B4B 2B6,,,1,1700.0,0.0,1700.0,,deleted,Townhouse,,,,"['Wheelchair accessible', 'Common lounge']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Twin bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Window covering', 'Kitchenware']","['No smoking', 'Notice on visitors', 'Scent free']",,,Hammonds Plains
2749,Cosy accommodation in Parksville,"Bungalow in a quiet neighbourhood.  Fully fenced, private backyard.  Walk-in shower.  I use only environmentally safe cleaning supplies throughout the house.",Parksville,BC,V9P 2N8,,,1,650.0,0.0,702.0,,listed,House,,,,,"['Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Closet', 'Drawers', 'Lamp']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Kitchenware', 'Iron', 'Blow dryer']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Parksville
2750,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2751,Bedroom,,Bell Island,NS,B0R 1C0,,,1,0.0,0.0,0.0,,deleted,House,,,,,,,,['Television'],,['Door lock'],"['Washer', 'Dryer', 'Kitchenware']",,,,Bell Island
2752,2 room guest house,"Guest house has one bedroom a kitchen bathroom and screened in porch. It is located about 100 feet from our house but protected by trees. We are a elderly couple and we’re in need of a handyman (man) that is single to do snow shoveling, lawn, mowing, carpentry, gardening, and tree removal. Work for your rent.",Bell Island,NS,B0R 1C0,,,1,1000.0,0.0,1000.0,,deleted,House,,,,['Onsite management'],,,,"['Bedding', 'Blankets', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry']","['No smoking', 'No alcohol', ""Policy on visitor's stay""]",,,Bell Island
2753,"Furnished, Comfortable and Peacefull",I'm a smoker and have 2 cats,Dartmouth,NS,B3A 4T2,,,1,500.0,50.0,550.0,,deleted,Apartment,,,,['Onsite management'],"['Laundry Detergent', 'Dish Detergent']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Microwave', 'wifi', 'Cable / Satellite', 'Window covering', 'Kitchenware', 'Iron']","['Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Dartmouth
2754,Clean bedroom + bath in large midtown condominium,3rd floor quiet condominium.  Senior owner / resident looking for quiet single student for room use and light supervision and support in evenings and early mornings,Toronto,ON,M4P 1Y2,,,1,600.0,0.0,648.0,,deleted,Apartment,,,,['Elevator'],,,,"['Desk', 'Closet']",Double bed,"['Smoke Detector', 'Carbon Monoxide Detector']","['Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Kitchenware']","['No smoking', 'No alcohol', 'Quiet hours', ""Policy on visitor's stay""]",,,Toronto
2755,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2756,Furnished bedroom in townhouse on top floor shared bathroom,Well maintained modern townhouse in desirable northwest London. Close to all amenities. Shared with very active senior lady who travels extensively.,London,ON,N6G 3B4,,,1,850.0,75.0,999.0,,draft,Townhouse,,,,,,,,"['Hangers', 'Closet', 'Drawers']",Single bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Air conditioner', 'wifi', 'Window covering', 'Fenced yard']","['No smoking', 'Keep spaces clean']",,,London
2757,Upstairs suite Port Maitland,"Whole upstairs of the renovated house. Private bathroom, private kitchenette with fridge,microwave,sink and shared main kitchen. Two well behaved dogs live here. Pets are possible but must be discussed.  6 month lease only.",Port Maitland,NS,B0W 2V0,,,1,950.0,0.0,950.0,,draft,Suite,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Private entry', 'Blow dryer']","['Quiet hours', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Port Maitland
2758,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2759,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2760,Private bedrooms available for rent in my furnished basement,"Home is a 10 min walk to the college.
Basement to be shared with another student.
One bedroom has a Queen bed, second bedroom has a King bed. 
Home is for sale. Once sold, the renters will receive a month notice.",Golden,BC,V0A 1H0,,,1,800.0,0.0,864.0,,draft,House,,,,,,,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'Cable / Satellite', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay""]",,,Golden
2761,Spacious and Bright Walk Out Basement Apartment,"All you need to do is move in! Exclusive use of the entire bright and spacious walk out basement with the exception of the laundry room. Fully furnished. Wifi, utilities and TV included. You will have your own private entrance and locked bedroom. Large driveway and big backyard to use and enjoy. 2 minute walk to bus stop. 5 minutes from Don Valley Parkway. Shopping very close by. I will occupy the upper level and available if needed. Quiet neighborhood.",Toronto,ON,M4A 1R4,,,1,1000.0,0.0,1080.0,,draft,House,,,,['Common lounge'],['Laundry Detergent'],,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Hangers', 'Television', 'Closet', 'Drawers', 'Lamp']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock', 'Security alarm']","['Free parking on site', 'Stove and oven', 'Fridge', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Fenced yard', 'Private entry', 'Kitchenware', 'Iron']","['No smoking', 'No alcohol', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', ""Policy on visitor's stay""]",,,Toronto
2762,Private 1 bedroom basement apartment,"Basement apartment with private entrance. One bedroom unit with kitchen and bath. Only available until Spring on a fixed term lease as it is scheduled for renovation. Clean but dated. I can help furnish it with basics if needed. Located on major bus route near Bayer’s Rd and Oxford Street. Frequent buses to Dalhousie, Saint Mary’s, hospitals or downtown Halifax. Less than 3km to Dalhousie. Also Near highway 102.Suitable for quiet student or short term worker. No dogs please.
HRM registry #P202401910-001",Halifax,NS,B3L 2M6,,,1,1200.0,85.0,1285.0,,listed,House,,,,,,,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Washer', 'Dryer', 'wifi', 'Private entry']","['No smoking', ""Policy on visitor's stay""]",,,Halifax
2763,Bedroom with en-suite,,Parksville,BC,V9P 1C8,,,1,1000.0,100.0,1188.0,,deleted,House,,,,"['Sauna', 'Common lounge']","['Pantry Items', 'Condiments', 'Laundry Detergent', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Hangers', 'Closet', 'Drawers']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Window covering', 'Fenced yard', 'Kitchenware']","['No smoking', 'No alcohol', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Parksville
2764,House share,"Basement 1 bedroom and den  Car required
Private entrance 
Half bath
Woodstove/ electric
Share kitchen & main floor bath
Laundry",Porters Lake,NS,B3E 1G5,,,1,1200.0,100.0,1300.0,,draft,House,,,,,,,,"['Desk', 'Closet']",Double bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Window covering', 'Private entry', 'Kitchenware', 'Iron']",,,,Porters Lake
2765,Private room and bath in Chaparel,"Two bedroom Owner has one of the bedrooms and rents the spare room.  Bedrooms and laundry are on the second floor.  The kitchen on the main level is shared and the renter can use the pots pan and dishes.  There are two cats living in the house that must stay in the house.  The neighborhood is very safe and you can walk to the grocery store, drug store, local restaurants and banks.  There is a gas station nearby.  The bus stop is a short walk away to go to the C-train.",Calgary,AB,T2X 0L6,,,1,875.0,0.0,945.0,,listed,Townhouse,,,,,['Dish Detergent'],,,"['Desk', 'Closet', 'Drawers']",Double bed,"['Smoke Detector', 'Carbon Monoxide Detector']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Fireplace', 'wifi', 'Cable / Satellite', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Calgary
2766,House near NBCC Chatham - 2-3 bedrooms for rent: females only (2 renters may want to split the cost of the third bedroom for storage),"This is a very old 'cottage' type of house (112 years old!) that's strangely in the middle of town, but very safe and VERY private (zero neighbors)! I've rented it out to tenants for years and I have personally lived in it myself for the last year and a half and I can say that it's warm and cozy in the winter and very safe! (*The Miramichi Police department is in the backyard, a federal RCMP unit is in the two commercial building to the left, I have various external video cameras installed throughout as well as a front doorbell camera, protecting the perimeter of the property. There is also a full alarm system covering all windows and doors, if a tenant chooses to have it monitored, if I'm not living here. If I'm living here I will continue to have the alarm system monitored.)

The lawn is mowed every two weeks and snow is removed from driveway and walk-ways, within 24 hours of snow fall ending.

There are no neighbors at all so very quiet and very private. There is a large empty lot next to the house that I also own, which you can use for parking. There is a big, beautiful park across the street, the Chatham library is across the street. And...Dixie Lee (the best fried chicken in the WORLD) is to the right of the house. Also, the best Indian restaurant between here to Ottawa, is a half a block away.",Miramichi,NB,E1N 1H9,,,1,675.0,175.0,918.0,,draft,House,,,,,,,,['Closet'],,"['Fire Extinguisher', 'Smoke Detector', 'Door lock', 'Security alarm']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Cable / Satellite', 'Tv', 'Window covering', 'Private entry']","['No smoking', 'Quiet hours', 'Notice on visitors', ""Policy on visitor's stay""]",,,Miramichi
2767,,,,,,,,1,,,,,deleted,Other,,,,,,,,,,,,,,,
2768,Upstairs bedroom with private 3 pc bathroom with tub.,"Charming cape cod home with lots of warmth, comfort and space. Bedroom is regular size 10ft by 12ft with queen bed , TV, dresser and remote for room heating and AC. Private upstairs 3 pc bathroom has bathtub only. Shower on main floor is shared and laundry is in the basement. Kitchen and living room is shareable as is the deck, patio and property. Less then 5 minutes to Bridgewater and all grocery stores.",Hebbville,NS,B4V 6X6,,,1,800.0,0.0,800.0,,draft,House,,,,['Common lounge'],"['Pantry Items', 'Condiments', 'Dish Detergent', 'Toilet Paper']",,,"['Bedding', 'Blankets', 'Towels', 'Pillows', 'Desk', 'Television', 'Closet', 'Drawers']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'First aid kit', 'Door lock']","['Free parking on site', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'wifi', 'Tv', 'Window covering', 'Kitchenware', 'Iron']","['No smoking', 'Quiet hours', 'No shoes inside', 'Keep spaces clean', 'Notice on visitors', ""Policy on visitor's stay"", 'Scent free']",,,Hebbville
2769,"Fully Furnished 2 bedroom 2 bathroom, short term rental","Fully furnished
2bed2bath
Ideal for students-owner does not live in the unit
Available from Sept 2024-May 2025
Pool is open until Thanksgiving, reopens mid May
Hot tub open year round
Located 10 min from Okanagan College, 35 min to Kelowna airport
Utilities included in rental",Vernon,BC,V1H 2J6,,,1,2400.0,0.0,2592.0,,draft,Apartment,,,,"['Swimming pool', 'Shared hot tub', 'Storage locker', 'Elevator']",,,,"['Towels', 'Pillows', 'Television', 'Closet', 'Drawers', 'Lamp', 'Fridge']",King bed,"['Fire Extinguisher', 'Smoke Detector', 'Carbon Monoxide Detector', 'Door lock']","['Free parking on site', 'Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Microwave', 'Washer', 'Dryer', 'Air conditioner', 'Fireplace', 'wifi', 'Tv', 'Swimming pool', 'Window covering', 'Kitchenware', 'Iron']",['No smoking'],,,Vernon
2770,Looking for female only,It's a furnished bedroom downstairs with a bathroom and a mini fridge. Shared laundry downstairs and shared kitchen upstairs. Located in East Trail.. Looking for a female renter only.  Home is shared with a woman and child. The rent will be $800 a month with utilities and internet included. There is a dog and cat at the home. Parking available for a vehicle and fenced in yard.,Trail,BC,V1R 1Y4,,,1,600.0,200.0,864.0,,draft,House,,,,,,,,"['Closet', 'Drawers', 'Fridge']",Queen bed,"['Fire Extinguisher', 'Smoke Detector', 'Door lock']","['Street parking', 'Stove and oven', 'Fridge', 'Dishwasher', 'Washer', 'Dryer', 'wifi', 'Fenced yard', 'Kitchenware']","['No smoking', 'Quiet hours', 'No shoes inside', 'Notice on visitors', ""Policy on visitor's stay""]",,,Trail
